severity	distinct_simplified_chars	total_simplified_occurrences	pr5682_ownership	simplified_chars_found	zh_tw_file
SPOT_LEAK	1	1	UNOWNED	搁	atoms/tech_finance_burnout/compassion_fatigue/HOOK/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	现	atoms/tech_finance_burnout/depression/shame/THREAD/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	现	atoms/tech_finance_burnout/sleep_anxiety/grief/THREAD/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	现	atoms/tech_finance_burnout/sleep_anxiety/shame/THREAD/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	现	atoms/tech_finance_burnout/social_anxiety/grief/THREAD/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	职	atoms/working_parents/anchored/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	写	atoms/working_parents/anchored/anxiety/grief/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	为	atoms/working_parents/anchored/anxiety/shame/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	负	atoms/working_parents/anchored/anxiety/spiral/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	写	atoms/working_parents/anchored/boundaries/grief/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	运	atoms/working_parents/anchored/burnout/comparison/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	写	atoms/working_parents/anchored/compassion_fatigue/shame/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	写	atoms/working_parents/anchored/courage/grief/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	运	atoms/working_parents/anchored/courage/overwhelm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	写	atoms/working_parents/anchored/courage/watcher/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	亲	atoms/working_parents/anchored/depression/false_alarm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	负	atoms/working_parents/anchored/financial_stress/comparison/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	实	atoms/working_parents/anchored/financial_stress/false_alarm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	为	atoms/working_parents/anchored/financial_stress/grief/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	运	atoms/working_parents/anchored/financial_stress/watcher/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	为	atoms/working_parents/anchored/imposter_syndrome/false_alarm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	写	atoms/working_parents/anchored/imposter_syndrome/grief/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	为	atoms/working_parents/anchored/imposter_syndrome/overwhelm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	为	atoms/working_parents/anchored/imposter_syndrome/watcher/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	实	atoms/working_parents/anchored/overthinking/shame/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	为	atoms/working_parents/anchored/self_worth/overwhelm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	为	atoms/working_parents/anchored/somatic_healing/false_alarm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	开	atoms/working_parents/boundaries/shame/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	够	atoms/working_parents/burnout/SCENE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	撑	atoms/working_parents/burnout/comparison/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	软	atoms/working_parents/compassion_fatigue/INTEGRATION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	户	atoms/working_parents/compassion_fatigue/shame/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	馈	atoms/working_parents/courage/HOOK/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	馈	atoms/working_parents/courage/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	馈	atoms/working_parents/courage/TAKEAWAY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	馈	atoms/working_parents/depression/TAKEAWAY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	惯	atoms/working_parents/financial_anxiety/PERMISSION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	户	atoms/working_parents/financial_anxiety/REFLECTION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	馈	atoms/working_parents/financial_anxiety/SCENE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	维	atoms/working_parents/financial_stress/EXERCISE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	馈	atoms/working_parents/financial_stress/HOOK/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	馈	atoms/working_parents/financial_stress/TAKEAWAY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	馈	atoms/working_parents/grief/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	匮	atoms/working_parents/overthinking/REFLECTION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	虚	atoms/working_parents/self_worth/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	匮	atoms/working_parents/self_worth/THREAD/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	冲	atoms/working_parents/self_worth/spiral/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	内	atoms/working_parents/sleep_anxiety/COMPRESSION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	馈	atoms/working_parents/social_anxiety/PERMISSION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	关	atoms/working_parents/social_anxiety/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	关	atoms/working_parents/social_anxiety/TAKEAWAY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	职	atoms/working_parents/somatic_healing/HOOK/locales/zh-TW/CANONICAL.txt
